rank, build, set, map, avg_entry, file, check, merge, total
0, 958ms, 17648, 175406, 9.939143, 109382B, 435ms, 108ms, 1502ms
1, 949ms, 20934, 190845, 9.116509, 109386B, 444ms, 0ms, 1393ms
2, 988ms, 18852, 197210, 10.460959, 109379B, 404ms, 0ms, 1393ms
3, 949ms, 19732, 195270, 9.896108, 109383B, 443ms, 0ms, 1393ms
4, 964ms, 20638, 193619, 9.381675, 109385B, 428ms, 0ms, 1393ms
5, 962ms, 20274, 188744, 9.309658, 109384B, 431ms, 0ms, 1393ms
6, 966ms, 21112, 189764, 8.988443, 109388B, 426ms, 0ms, 1393ms
7, 964ms, 20444, 188164, 9.203874, 109375B, 428ms, 0ms, 1393ms
8, 1014ms, 18804, 194471, 10.342002, 109374B, 432ms, 0ms, 1447ms
9, 993ms, 19776, 193776, 9.798544, 109402B, 436ms, 100ms, 1530ms
10, 1014ms, 17826, 198515, 11.136262, 109385B, 432ms, 100ms, 1547ms
11, 994ms, 20292, 190366, 9.381333, 109379B, 435ms, 100ms, 1530ms
12, 1011ms, 20090, 190229, 9.468840, 109389B, 435ms, 0ms, 1447ms
13, 998ms, 17818, 199456, 11.194073, 109384B, 431ms, 100ms, 1530ms
14, 1013ms, 19966, 192882, 9.660523, 109377B, 434ms, 100ms, 1547ms
15, 1003ms, 14892, 205094, 13.772092, 109370B, 426ms, 100ms, 1530ms
16, 598ms, 13026, 207231, 15.909028, 109406B, 411ms, 0ms, 1009ms
17, 615ms, 20482, 191937, 9.371009, 109382B, 404ms, 100ms, 1120ms
18, 600ms, 21480, 191465, 8.913641, 109379B, 400ms, 100ms, 1101ms
19, 546ms, 18130, 201237, 11.099669, 109383B, 398ms, 100ms, 1045ms
20, 588ms, 21582, 189735, 8.791354, 109386B, 421ms, 100ms, 1110ms
21, 599ms, 20544, 189672, 9.232477, 109381B, 402ms, 13ms, 1014ms
22, 544ms, 21716, 187555, 8.636719, 109389B, 400ms, 100ms, 1045ms
23, 547ms, 21144, 188401, 8.910376, 109383B, 397ms, 100ms, 1045ms
24, 939ms, 20836, 189386, 9.089365, 109387B, 419ms, 100ms, 1459ms
25, 935ms, 19974, 193046, 9.664864, 109382B, 422ms, 100ms, 1459ms
26, 945ms, 15288, 205767, 13.459380, 109379B, 413ms, 100ms, 1459ms
27, 938ms, 19318, 194848, 10.086344, 109393B, 420ms, 100ms, 1459ms
28, 940ms, 18432, 197547, 10.717611, 109374B, 418ms, 100ms, 1459ms
29, 936ms, 24040, 182086, 7.574293, 109390B, 422ms, 100ms, 1459ms
30, 938ms, 22304, 188629, 8.457183, 109385B, 420ms, 100ms, 1459ms
31, 939ms, 21014, 192309, 9.151470, 109384B, 419ms, 100ms, 1459ms
32, 972ms, 21302, 190756, 8.954840, 109379B, 421ms, 0ms, 1395ms
33, 972ms, 21496, 187216, 8.709341, 109388B, 422ms, 100ms, 1494ms
34, 979ms, 14698, 205287, 13.967002, 109380B, 414ms, 100ms, 1494ms
35, 971ms, 19830, 193136, 9.739586, 109373B, 423ms, 100ms, 1494ms
36, 972ms, 20500, 192243, 9.377707, 109397B, 422ms, 100ms, 1494ms
37, 972ms, 19674, 196311, 9.978195, 109380B, 422ms, 15ms, 1410ms
38, 975ms, 16712, 203792, 12.194351, 109387B, 419ms, 17ms, 1412ms
39, 973ms, 18542, 200247, 10.799644, 109377B, 421ms, 100ms, 1494ms
40, 991ms, 20294, 195796, 9.647975, 109397B, 412ms, 100ms, 1504ms
41, 1007ms, 20002, 195060, 9.752025, 109371B, 396ms, 100ms, 1504ms
42, 990ms, 19402, 195029, 10.052005, 109378B, 413ms, 100ms, 1504ms
43, 995ms, 16656, 201810, 12.116354, 109402B, 408ms, 100ms, 1504ms
44, 994ms, 17976, 198146, 11.022808, 109385B, 409ms, 100ms, 1504ms
45, 991ms, 18642, 198715, 10.659532, 109375B, 412ms, 100ms, 1504ms
46, 993ms, 17362, 202093, 11.639961, 109386B, 410ms, 100ms, 1504ms
47, 993ms, 17366, 201519, 11.604227, 109378B, 410ms, 100ms, 1504ms
48, 589ms, 17112, 201873, 11.797160, 109395B, 415ms, 0ms, 1004ms
49, 895ms, 20770, 189528, 9.125084, 109385B, 399ms, 100ms, 1395ms
50, 932ms, 21160, 190634, 9.009168, 109386B, 407ms, 100ms, 1441ms
51, 585ms, 22150, 186259, 8.408984, 109375B, 420ms, 100ms, 1105ms
52, 892ms, 20238, 192517, 9.512649, 109383B, 401ms, 0ms, 1294ms
53, 930ms, 22740, 183922, 8.088039, 109393B, 410ms, 100ms, 1441ms
54, 919ms, 20616, 191488, 9.288320, 109383B, 421ms, 100ms, 1441ms
55, 891ms, 19006, 197225, 10.376986, 109385B, 402ms, 100ms, 1395ms
56, 879ms, 20134, 194442, 9.657395, 109384B, 426ms, 0ms, 1306ms
57, 884ms, 16542, 199937, 12.086628, 109373B, 421ms, 100ms, 1406ms
58, 878ms, 20432, 192718, 9.432165, 109387B, 427ms, 100ms, 1406ms
59, 884ms, 14830, 204285, 13.775118, 109382B, 421ms, 100ms, 1406ms
60, 880ms, 19396, 197036, 10.158589, 109388B, 424ms, 0ms, 1305ms
61, 878ms, 20974, 193897, 9.244636, 109378B, 426ms, 0ms, 1305ms
62, 877ms, 22242, 186618, 8.390343, 109396B, 428ms, 0ms, 1306ms
63, 877ms, 23358, 187389, 8.022476, 109444B, 428ms, 0ms, 1306ms
