rank, build, set, map, avg_entry, file, check, merge, total
0, 1059ms, 277, 2063, 7.447653, 1239B, 395ms, 122ms, 1577ms
1, 1059ms, 298, 2139, 7.177852, 1250B, 395ms, 0ms, 1454ms
2, 1059ms, 312, 2126, 6.814103, 1245B, 395ms, 0ms, 1455ms
3, 1059ms, 298, 2079, 6.976510, 1242B, 395ms, 0ms, 1454ms
4, 1059ms, 282, 2138, 7.581560, 1245B, 395ms, 0ms, 1455ms
5, 1059ms, 348, 1985, 5.704023, 1247B, 395ms, 0ms, 1454ms
6, 1059ms, 350, 2005, 5.728571, 1239B, 395ms, 0ms, 1454ms
7, 1059ms, 336, 2108, 6.273810, 1247B, 395ms, 0ms, 1455ms
8, 1072ms, 332, 2098, 6.319277, 1245B, 395ms, 0ms, 1467ms
9, 1072ms, 294, 2145, 7.295918, 1249B, 395ms, 68ms, 1535ms
10, 1072ms, 316, 2116, 6.696203, 1240B, 395ms, 80ms, 1547ms
11, 1072ms, 248, 2176, 8.774194, 1251B, 395ms, 86ms, 1553ms
12, 1072ms, 228, 2274, 9.973684, 1238B, 395ms, 0ms, 1467ms
13, 1072ms, 252, 2202, 8.738095, 1244B, 395ms, 57ms, 1524ms
14, 1072ms, 314, 2165, 6.894904, 1250B, 395ms, 76ms, 1543ms
15, 1072ms, 336, 2105, 6.264881, 1244B, 395ms, 62ms, 1530ms
16, 1095ms, 266, 2255, 8.477444, 1237B, 394ms, 0ms, 1490ms
17, 1152ms, 270, 2223, 8.233333, 1248B, 394ms, 96ms, 1643ms
18, 1133ms, 352, 2077, 5.900568, 1250B, 394ms, 94ms, 1622ms
19, 1097ms, 296, 2172, 7.337838, 1242B, 395ms, 51ms, 1544ms
20, 1095ms, 286, 2239, 7.828671, 1247B, 395ms, 92ms, 1582ms
21, 1132ms, 274, 2259, 8.244526, 1251B, 395ms, 100ms, 1628ms
22, 1098ms, 338, 2052, 6.071006, 1239B, 395ms, 43ms, 1536ms
23, 1152ms, 336, 2038, 6.065476, 1244B, 395ms, 43ms, 1591ms
24, 1081ms, 320, 2169, 6.778125, 1250B, 395ms, 47ms, 1523ms
25, 1081ms, 342, 2101, 6.143275, 1244B, 395ms, 58ms, 1534ms
26, 1081ms, 354, 2054, 5.802260, 1245B, 395ms, 17ms, 1493ms
27, 1081ms, 342, 2093, 6.119883, 1245B, 395ms, 54ms, 1531ms
28, 1081ms, 308, 2169, 7.042208, 1246B, 394ms, 70ms, 1546ms
29, 1081ms, 262, 2231, 8.515267, 1239B, 395ms, 33ms, 1509ms
30, 1081ms, 234, 2291, 9.790598, 1244B, 394ms, 72ms, 1548ms
31, 1081ms, 360, 2103, 5.841667, 1252B, 395ms, 27ms, 1503ms
32, 968ms, 372, 2040, 5.483871, 1245B, 395ms, 0ms, 1363ms
33, 967ms, 344, 2046, 5.947674, 1239B, 395ms, 64ms, 1427ms
34, 968ms, 356, 2048, 5.752809, 1253B, 395ms, 49ms, 1412ms
35, 968ms, 316, 2098, 6.639241, 1244B, 395ms, 43ms, 1406ms
36, 967ms, 326, 2096, 6.429448, 1245B, 395ms, 13ms, 1376ms
37, 968ms, 338, 2156, 6.378698, 1241B, 395ms, 15ms, 1378ms
38, 967ms, 324, 2122, 6.549383, 1242B, 395ms, 19ms, 1382ms
39, 968ms, 308, 2112, 6.857143, 1248B, 395ms, 29ms, 1392ms
40, 1076ms, 320, 2153, 6.728125, 1247B, 395ms, 23ms, 1495ms
41, 1076ms, 296, 2144, 7.243243, 1242B, 394ms, 36ms, 1508ms
42, 1076ms, 340, 2040, 6.000000, 1249B, 395ms, 98ms, 1570ms
43, 1076ms, 270, 2226, 8.244444, 1247B, 394ms, 25ms, 1497ms
44, 1076ms, 268, 2198, 8.201493, 1243B, 394ms, 61ms, 1532ms
45, 1076ms, 280, 2233, 7.975000, 1244B, 394ms, 53ms, 1524ms
46, 1076ms, 338, 2054, 6.076923, 1237B, 395ms, 45ms, 1517ms
47, 1076ms, 270, 2251, 8.337037, 1254B, 395ms, 82ms, 1554ms
48, 423ms, 258, 2273, 8.810078, 1245B, 394ms, 0ms, 819ms
49, 423ms, 336, 2080, 6.190476, 1241B, 395ms, 90ms, 908ms
50, 859ms, 354, 2075, 5.861582, 1250B, 395ms, 84ms, 1339ms
51, 859ms, 322, 2079, 6.456522, 1245B, 395ms, 74ms, 1329ms
52, 859ms, 336, 2024, 6.023810, 1237B, 395ms, 0ms, 1254ms
53, 859ms, 334, 2121, 6.350299, 1244B, 395ms, 66ms, 1321ms
54, 859ms, 320, 2110, 6.593750, 1252B, 394ms, 78ms, 1333ms
55, 859ms, 280, 2156, 7.700000, 1240B, 395ms, 88ms, 1343ms
56, 1097ms, 292, 2150, 7.363014, 1249B, 394ms, 0ms, 1492ms
57, 1097ms, 330, 2040, 6.181818, 1246B, 394ms, 43ms, 1535ms
58, 1097ms, 352, 2014, 5.721591, 1245B, 394ms, 31ms, 1523ms
59, 1097ms, 294, 2171, 7.384354, 1246B, 394ms, 21ms, 1513ms
60, 1097ms, 300, 2234, 7.446667, 1241B, 394ms, 0ms, 1492ms
61, 1097ms, 334, 2182, 6.532934, 1249B, 394ms, 0ms, 1492ms
62, 1097ms, 348, 2029, 5.830460, 1245B, 394ms, 0ms, 1492ms
63, 1097ms, 372, 2092, 5.623656, 1273B, 395ms, 0ms, 1492ms
